0.004008, 159853.584476, 77309.079031, 0.862840, -0.574532
0.006012, 204709.116496, 83914.481338, 0.075047, -1.037125
0.008016, 252670.137287, 100798.156347, -0.545490, -1.359607
0.010020, 218416.653533, 77422.827765, -1.066074, 1.500310
0.012024, 198878.814458, 62086.296218, 1.517553, 1.248482
0.014028, 224584.660510, 70810.345562, 0.354091, -0.432067
0.016032, 107599.894704, 19477.079948, -0.146060, -0.609393
0.018036, 173815.806500, 112545.435071, 0.789312, -0.638965
0.020040, 166808.656348, 119748.381109, 0.322589, -1.014391
0.022044, 95357.141989, 79666.271908, 0.392003, -1.033340
0.024048, 50638.646136, 23863.815894, -1.015293, 1.171173
0.026052, 20023.908667, 18917.169412, 0.745434, -0.214152
0.028056, 35530.299393, 12388.401217, -0.053727, 0.562518
0.030060, 11761.667726, 14384.008306, -0.893987, -0.584593
0.032064, 18645.312819, 21336.478719, 1.153953, -0.393374
0.034068, 36630.402967, 16514.371767, 1.245689, -0.582774
0.036072, 46168.650857, 25227.742959, 0.345942, 1.236743
0.038076, 23896.428122, 11531.234299, -1.552219, 0.629005
0.040080, 19850.604986, 11566.312957, -1.470217, 0.473045
0.042084, 13831.242806, 4707.657343, 1.327992, 0.237322
0.044088, 23669.994934, 16177.965593, -0.780849, 0.670352
0.046092, 13793.362101, 10961.816802, -0.369492, 1.411590
0.048096, 25555.150961, 12976.752406, -1.212158, 0.480229
0.050100, 7833.341627, 5555.402181, 0.877897, -1.511077
0.052104, 8949.449187, 15631.545822, 1.134589, -1.202804
0.054108, 6970.866441, 5581.818869, 0.117211, -0.758393
0.056112, 2421.567905, 7274.850003, -0.492516, -1.048459
0.058116, 14844.913766, 5369.759442, -1.395086, -0.111635
0.060120, 11175.260486, 4202.470087, -1.478386, 0.735388
0.062124, 9585.009581, 3384.103370, 1.195371, -0.783769
0.064128, 10877.867191, 3714.863346, -1.554077, 1.058264
0.066132, 3394.132530, 9465.294941, -0.397437, 1.519517
0.068136, 5904.419818, 9228.891659, -0.168498, 1.306852
0.070140, 3244.973199, 4768.835623, -1.098761, -1.037384
0.072144, 11670.534437, 2979.686933, 1.361096, -1.019814
0.074148, 2028.189504, 6339.917709, -1.128247, -1.124592
0.076152, 7323.321984, 1729.458869, 1.375007, -1.441659
0.078156, 3623.703443, 3648.295470, 1.214557, -1.161672
0.080160, 4530.735906, 5848.920205, -0.770580, 1.231895
0.082164, 10888.006167, 5320.014568, -1.154896, 0.135501
0.084168, 3781.063189, 4894.025899, -1.043050, -1.221000
0.086172, 6556.505704, 2280.180779, 1.458986, -1.327653
0.088176, 4713.314508, 6306.890054, -0.706990, 1.330464
0.090180, 3762.993403, 6976.554288, 0.029792, 1.471308
0.092184, 4438.284615, 3479.203631, 1.300237, -0.652558
0.094188, 1948.036569, 3640.269766, -1.083471, 1.565459
0.096192, 3575.231375, 3895.925821, -0.716678, -1.373898
