0.000100, -0.897577
0.000199, -0.894748
0.000298, -0.961513
0.000397, -0.966586
0.000496, -0.931627
0.000595, -1.032166
0.000694, -0.813770
0.000793, -0.805775
0.000892, -0.861174
0.000991, -0.936414
0.001090, -0.846852
0.001189, -0.871607
0.001288, -1.006092
0.001387, -0.960835
0.001486, -0.881285
0.001585, -0.851191
0.001684, -0.861542
0.001783, -0.832936
0.001882, -0.850801
0.001981, -0.880325
0.002080, -0.953873
0.002179, -0.878036
0.002278, -0.914276
0.002377, -0.858971
0.002476, -0.945089
0.002575, -0.816482
0.002674, -0.933939
0.002773, -0.939499
0.002872, -0.984640
0.002971, -0.860850
0.003070, -0.887772
0.003169, -0.857158
0.003268, -0.785735
0.003367, -0.812519
0.003466, -0.868111
0.003565, -0.859479
0.003664, -0.831205
0.003763, -1.005841
0.003862, -0.827691
0.003961, -0.770144
0.004060, -0.812503
0.004159, -0.905126
0.004258, -0.850833
0.004357, -0.840083
0.004456, -0.821800
0.004555, -0.754892
0.004654, -0.890676
0.004753, -0.868611
0.004852, -0.805926
0.004951, -0.901325
0.005050, -0.840749
0.005149, -0.753812
0.005248, -0.723700
0.005347, -0.816052
0.005446, -0.811683
0.005545, -0.920965
0.005644, -0.841585
0.005743, -0.875102
0.005842, -0.944883
0.005941, -0.865308
0.006040, -0.922751
0.006139, -0.891595
0.006238, -0.947082
0.006337, -0.887837
0.006436, -0.729216
0.006535, -0.863020
0.006634, -0.885557
0.006733, -0.817981
0.006832, -0.846781
0.006931, -0.836464
0.007030, -0.792235
0.007129, -0.888303
0.007228, -0.846698
0.007327, -0.881476
0.007426, -0.867294
0.007525, -0.788758
0.007624, -0.916462
0.007723, -0.867851
0.007822, -0.865007
0.007921, -0.815891
0.008020, -0.884776
0.008119, -0.793108
0.008218, -0.791536
0.008317, -0.876839
0.008416, -0.963815
0.008515, -0.786120
0.008614, -0.879120
0.008713, -0.888586
0.008812, -0.821418
0.008911, -0.894610
0.009010, -0.902388
0.009109, -0.895775
0.009208, -0.851585
0.009307, -0.827115
0.009406, -0.842621
0.009505, -0.948360
0.009604, -0.872229
0.009703, -0.995724
0.009802, -0.762890
0.009901, -0.789601
